표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7095570008","095570","AJ네트웍스보통주","AJ네트웍스","AJ Networks Co.,Ltd.","2015/08/21","KOSPI","주권",,"보통주","1000","46822295"
"KR7006840003","006840","AK홀딩스보통주","AK홀딩스","AK Holdings, Inc.","1999/08/11","KOSPI","주권",,"보통주","5000","13247561"
"KR7282330000","282330","BGF리테일보통주","BGF리테일","BGF Retail","2017/12/08","KOSPI","주권",,"보통주","1000","17283906"
"KR7027410000","027410","BGF보통주","BGF","BGF","2014/05/19","KOSPI","주권",,"보통주","1000","95716791"
"KR7138930003","138930","BNK금융지주보통주","BNK금융지주","BNK Financial Group Inc.","2011/03/30","KOSPI","주권",,"보통주","5000","325935246"
"KR7001461003","001465","BYC1우선주","BYC우","BYC(1P)","1989/09/05","KOSPI","주권",,"구형우선주","5000","215385"
"KR7001460005","001460","BYC보통주","BYC","BYC","1975/06/02","KOSPI","주권",,"보통주","5000","624615"
"KR7001041003","001045","CJ1우선주","CJ우","CJ(1P)","1989/08/18","KOSPI","주권",,"구형우선주","5000","2260223"
"KR700104K010","00104K","CJ4우선주(전환)","CJ4우(전환)","CJ(4PC)","2019/08/09","KOSPI","주권",,"신형우선주","5000","4226512"
"KR7001040005","001040","CJ보통주","CJ","CJ Corp.","1973/06/29","KOSPI","주권",,"보통주","5000","29176998"
"KR7011151008","011155","CJ씨푸드1우선주","CJ씨푸드1우","CJSEAFOODCORPORATION(1P)","1990/01/13","KOSPI","주권",,"구형우선주","500","200000"
"KR7011150000","011150","CJ씨푸드보통주","CJ씨푸드","CJSEAFOODCORPORATION","1988/11/26","KOSPI","주권",,"보통주","500","35930773"
"KR7000590000","000590","CS홀딩스보통주","CS홀딩스","CSHOLDINGS","1975/12/22","KOSPI","주권",,"보통주","5000","1154482"
"KR7012030003","012030","DB Inc.보통주","DB","DB Inc.","1993/01/06","KOSPI","주권",,"보통주","500","201173933"
"KR7016610008","016610","DB금융투자보통주","DB금융투자","DB Financial Investment Co., LTD.","1988/06/27","KOSPI","주권",,"보통주","5000","42446389"
"KR7005830005","005830","DB손해보험보통주","DB손해보험","DB INSURANCE","1973/06/28","KOSPI","주권",,"보통주","500","70800000"
"KR7000991000","000995","DB하이텍1우선주","DB하이텍1우","DB HiTek Co.,LTD(1P)","2007/05/21","KOSPI","주권",,"구형우선주","5000","112316"
"KR7000990002","000990","DB하이텍보통주","DB하이텍","DB HiTek Co.,LTD","1975/12/12","KOSPI","주권",,"보통주","5000","44398588"
"KR7139130009","139130","DGB금융지주보통주","DGB금융지주","DGB Financial Group","2011/06/07","KOSPI","주권",,"보통주","5000","169145833"
"KR7001530005","001530","DI동일보통주","DI동일","DI DONGIL","1964/01/04","KOSPI","주권",,"보통주","500","26040677"
"KR7000211003","000215","DL1우선주","DL우","DL(1P)","1989/08/21","KOSPI","주권",,"구형우선주","5000","1686115"
"KR7001880004","001880","DL건설보통주","DL건설","DLConstruction","1977/12/22","KOSPI","주권",,"보통주","5000","22053284"
"KR7000210005","000210","DL보통주","DL","DL","1976/02/02","KOSPI","주권",,"보통주","5000","20955884"
"KR737550K011","37550K","DL이앤씨1우선주","DL이앤씨우","DL E&C CO., LTD.(1P)","2021/01/25","KOSPI","주권",,"종류주권","5000","2113885"
"KR737550K029","37550L","DL이앤씨2우선주(전환)","DL이앤씨2우(전환)","DL E&C(2PC)","2022/04/28","KOSPI","주권",,"신형우선주","5000","2111951"
"KR7375500006","375500","DL이앤씨보통주","DL이앤씨","DL E&C CO., LTD.","2021/01/25","KOSPI","주권",,"보통주","5000","38693623"
"KR7155660004","155660","DSR보통주","DSR","DSR CORP","2013/05/15","KOSPI","주권",,"보통주","500","16000000"
"KR7069730000","069730","DSR제강보통주","DSR제강","DSRWIRECORP","2003/01/28","KOSPI","주권",,"보통주","500","14400000"
"KR7017940008","017940","E1보통주","E1","E1Corporation","1997/08/27","KOSPI","주권",,"보통주","5000","6860000"
"KR7365550003","365550","ESR켄달스퀘어리츠보통주","ESR켄달스퀘어리츠","ESR KENDALL SQUARE REIT","2020/12/23","KOSPI","부동산투자회사",,"보통주","1000","213089000"
"KR7383220001","383220","F&F보통주","F&F","F&F","2021/05/21","KOSPI","주권",,"보통주","100","38307075"
"KR7007700008","007700","F&F홀딩스","F&F홀딩스","F&F Holdings","1984/10/04","KOSPI","주권",,"보통주","500","39114367"
"KR7078931003","078935","GS1우선주","GS우","GS Holdings(1P)","2004/08/05","KOSPI","주권",,"구형우선주","5000","1784826"
"KR7006360002","006360","GS건설보통주","GS건설","GS Engineering & Construction Corp","1981/08/03","KOSPI","주권",,"보통주","5000","85581490"
"KR7078930005","078930","GS보통주","GS","GS Holdings","2004/08/05","KOSPI","주권",,"보통주","5000","92915378"
"KR7012630000","012630","HDC보통주","HDC","HDC HOLDINGS CO.,Ltd","1996/10/16","KOSPI","주권",,"보통주","5000","59741721"
"KR7294870001","294870","HDC현대산업개발보통주","HDC현대산업개발","HYUNDAI DEVELOPMENT COMPANY","2018/06/12","KOSPI","주권",,"보통주","5000","65907330"
"KR7097230007","097230","HJ중공업보통주","HJ중공업","HJ SHIPBUILDING & CONSTRUCTION","2007/08/31","KOSPI","주권",,"보통주","5000","83274281"
"KR7014790000","014790","HL D&I보통주","HL D&I","HL D&I HALLA CORPORATION","1994/08/12","KOSPI","주권",,"보통주","5000","37858601"
"KR7204320006","204320","HL만도보통주","HL만도","HL Mando","2014/10/06","KOSPI","주권",,"보통주","1000","46957120"
"KR7060980000","060980","HL홀딩스보통주","HL홀딩스","HL Holdings Corporation","2010/05/19","KOSPI","주권",,"보통주","5000","10169410"
"KR7003560000","003560","IHQ보통주","IHQ","IHQ","1973/12/18","KOSPI","주권",,"보통주","500","242295648"
"KR7175330000","175330","JB금융지주보통주","JB금융지주","JB Financial Group Co., Ltd.","2013/07/18","KOSPI","주권",,"보통주","5000","196982894"
"KR7234080000","234080","JW생명과학보통주","JW생명과학","JW LIFESCIENCE","2016/10/27","KOSPI","주권",,"보통주","2500","15834554"
"KR7001061001","001065","JW중외제약1우선주","JW중외제약우","JWPHARMACEUTICAL(1P)","1994/10/21","KOSPI","주권",,"구형우선주","2500","335325"
"KR7001062009","001067","JW중외제약2우선주(신형)","JW중외제약2우B","JWPHARMACEUTICAL(2PB)","1998/04/13","KOSPI","주권",,"신형우선주","2500","205916"
"KR7001060003","001060","JW중외제약보통주","JW중외제약","JWPHARMACEUTICAL","1976/06/14","KOSPI","주권",,"보통주","2500","22835036"
"KR7096760004","096760","JW홀딩스 보통주","JW홀딩스","JW HOLDINGS CORPORATION","2007/07/31","KOSPI","주권",,"보통주","500","72508159"
"KR7105560007","105560","KB금융지주 보통주","KB금융","KB Financial Group","2008/10/10","KOSPI","주권",,"보통주","5000","403511072"
"KR7432320000","432320","KB스타리츠보통주","KB스타리츠","KB STAR REIT","2022/10/06","KOSPI","부동산투자회사",,"보통주","500","101414285"
"KR7009070004","009070","KCTC 보통주","KCTC","KCTC","1978/09/29","KOSPI","주권",,"보통주","500","30000000"
"KR7003620002","003620","KG모빌리티보통주","KG모빌리티","KG Mobility","1975/05/29","KOSPI","주권",,"보통주","5000","186956024"
"KR7016380008","016380","KG스틸보통주","KG스틸","KG DONGBUSTEEL","1986/02/03","KOSPI","주권",,"보통주","5000","100008897"
"KR7001390004","001390","KG케미칼보통주","KG케미칼","KG Chemical","1989/08/25","KOSPI","주권",,"보통주","5000","13866096"
"KR7033180001","033180","KH 필룩스보통주","KH 필룩스","KH FEELUX Co.,Ltd.","2001/12/26","KOSPI","주권",,"보통주","500","190712658"
"KR7001940006","001940","KISCO홀딩스보통주","KISCO홀딩스","KISCO Holdings","1989/11/13","KOSPI","주권",,"보통주","1000","16176380"
"KR7025000001","025000","KPX케미칼보통주","KPX케미칼","KPXCHEMICAL","1994/12/27","KOSPI","주권",,"보통주","5000","4840000"
"KR7092230002","092230","KPX홀딩스보통주","KPX홀딩스","KPXHOLDINGS","2006/10/12","KOSPI","주권",,"보통주","5000","4224646"
"KR7000040006","000040","KR모터스보통주","KR모터스","KR MOTORS","1976/05/25","KOSPI","주권",,"보통주","500","96138465"
"KR7093050003","093050","LF보통주","LF","LF","2006/12/01","KOSPI","주권",,"보통주","5000","29240000"
"KR7003551009","003555","LG1우선주","LG우","LG Corp.(1P)","1988/11/18","KOSPI","주권",,"구형우선주","5000","3021620"
"KR7034220004","034220","LG디스플레이보통주","LG디스플레이","LG Display","2004/07/23","KOSPI","주권",,"보통주","5000","357815700"
"KR7003550001","003550","LG보통주","LG","LG Corp.","1970/02/13","KOSPI","주권",,"보통주","5000","157300993"
"KR7051901007","051905","LG생활건강1우선주","LG생활건강우","LG H&H(1P)","2001/04/25","KOSPI","주권",,"구형우선주","5000","2099697"
"KR7051900009","051900","LG생활건강보통주","LG생활건강","LG H&H","2001/04/25","KOSPI","주권",,"보통주","5000","15618197"
"KR7373220003","373220","LG에너지솔루션보통주","LG에너지솔루션","LG Energy Solution","2022/01/27","KOSPI","주권",,"보통주","500","234000000"
"KR7032640005","032640","LG유플러스보통주","LG유플러스","LG Uplus","2008/04/21","KOSPI","주권",,"보통주","5000","436611361"
"KR7011070000","011070","LG이노텍보통주","LG이노텍","LG Innotek","2008/07/24","KOSPI","주권",,"보통주","5000","23667107"
"KR7066571001","066575","LG전자1우선주","LG전자우","LGELECTRONICS(1P)","2002/04/22","KOSPI","주권",,"구형우선주","5000","17185992"
"KR7066570003","066570","LG전자보통주","LG전자","LGELECTRONICS","2002/04/22","KOSPI","주권",,"보통주","5000","163647814"
"KR7051911006","051915","LG화학1우선주","LG화학우","LGCHEM,LTD(1P)","2001/04/25","KOSPI","주권",,"구형우선주","5000","7688800"
"KR7051910008","051910","LG화학보통주","LG화학","LGCHEM,LTD","2001/04/25","KOSPI","주권",,"보통주","5000","70592343"
"KR7079550000","079550","LIG넥스원보통주","LIG넥스원","LIG Nex1 Co., Ltd.","2015/10/02","KOSPI","주권",,"보통주","5000","22000000"
"KR7010120004","010120","LS ELECTRIC보통주","LS ELECTRIC","LS ELECTRIC","1994/07/11","KOSPI","주권",,"보통주","5000","30000000"
"KR7000680009","000680","LS네트웍스보통주","LS네트웍스","LSNetworks","1973/11/15","KOSPI","주권",,"보통주","5000","78803016"
"KR7006260004","006260","LS보통주","LS","LS","1977/06/30","KOSPI","주권",,"보통주","5000","32200000"
"KR7108320003","108320","LX세미콘보통주","LX세미콘","LX Semicon","2022/11/03","KOSPI","주권",,"보통주","500","16264300"
"KR7001120005","001120","LX인터내셔널보통주","LX인터내셔널","LX INTERNATIONAL CORP.","1976/01/30","KOSPI","주권",,"보통주","5000","38760000"
"KR7023150006","023150","MH에탄올보통주","MH에탄올","MHETHANOL","1996/12/24","KOSPI","주권",,"보통주","500","7378526"
"KR7035420009","035420","NAVER보통주","NAVER","NAVER","2008/11/28","KOSPI","주권",,"보통주","100","164049085"
"KR7181710005","181710","NHN보통주","NHN","NHN","2013/08/29","KOSPI","주권",,"보통주","500","34936682"
"KR7338100001","338100","NH프라임리츠보통주","NH프라임리츠","NH Prime REIT","2019/12/05","KOSPI","부동산투자회사",,"보통주","500","18660000"
"KR7034310003","034310","NICE보통주","NICE","NICEHoldings","2004/02/04","KOSPI","주권",,"보통주","500","37882300"
"KR7008260002","008260","NI스틸보통주","NI스틸","NI STEEL","1975/06/28","KOSPI","주권",,"보통주","500","28600117"
"KR7004251005","004255","NPC1우선주","NPC우","NPC(1P)","1990/01/15","KOSPI","주권",,"구형우선주","500","5280000"
"KR7004250007","004250","NPC보통주","NPC","NPC","1969/09/08","KOSPI","주권",,"보통주","500","36720000"
"KR7456040005","456040","OCI보통주","OCI","OCI","2023/05/30","KOSPI","주권",,"보통주","5000","7436729"
"KR7010951002","010955","S-Oil1우선주","S-Oil우","S-Oil(1P)","1992/05/28","KOSPI","주권",,"구형우선주","2500","4021927"
"KR7010950004","010950","S-Oil보통주","S-Oil","S-OilCorporation","1987/05/27","KOSPI","주권",,"보통주","2500","112582792"
"KR7005090006","005090","SGC에너지보통주","SGC에너지","SGC Energy","1993/01/06","KOSPI","주권",,"보통주","5000","14677004"
"KR7001380005","001380","SG글로벌보통주","SG글로벌","SG GLOBAL","1976/06/29","KOSPI","주권",,"보통주","500","44964143"
"KR7001770007","001770","SHD보통주","SHD","SHIN HWA DYNAMICS","1988/11/23","KOSPI","주권",,"보통주","5000","1214878"
"KR7002360006","002360","SH에너지화학보통주","SH에너지화학","SH ENERGY & CHEMICAL","1985/12/23","KOSPI","주권",,"보통주","500","111133730"
"KR7009160003","009160","SIMPAC보통주","SIMPAC","SIMPACInc","1989/07/29","KOSPI","주권",,"보통주","500","65429516"
"KR7123700007","123700","SJM보통주","SJM","SJM CO.,LTD","2010/05/31","KOSPI","주권",,"보통주","500","15604898"
"KR7025530007","025530","SJM홀딩스보통주","SJM홀딩스","SJM HOLDINGS","1997/02/12","KOSPI","주권",,"보통주","500","14934008"
"KR703473K016","03473K","SK1우선주","SK우","SK(1P)","2015/08/17","KOSPI","주권",,"종류주권","200","566135"
"KR7011790003","011790","SKC보통주","SKC","SKC","1997/07/18","KOSPI","주권",,"보통주","5000","37868298"
"KR7018670000","018670","SK가스보통주","SK가스","SKGas","1997/08/27","KOSPI","주권",,"보통주","5000","9230244"
"KR7001741008","001745","SK네트웍스1우선주","SK네트웍스우","SKNetworksCo.,Ltd(1P)","1989/12/21","KOSPI","주권",,"구형우선주","2500","113648"
"KR7001740000","001740","SK네트웍스보통주","SK네트웍스","SKNetworksCo.,Ltd","1977/06/30","KOSPI","주권",,"보통주","2500","235778265"
"KR7210980009","210980","SK디앤디보통주","SK디앤디","SK D&D Co., Ltd","2015/06/23","KOSPI","주권",,"보통주","1000","22190164"
"KR7395400005","395400","SK리츠보통주","SK리츠","SK REIT","2021/09/14","KOSPI","부동산투자회사",,"보통주","500","196554079"
"KR7034730002","034730","SK보통주","SK","SK","2009/11/11","KOSPI","주권",,"보통주","200","73198329"
"KR7402340004","402340","SK스퀘어보통주","SK스퀘어","SKSQUARE","2021/11/29","KOSPI","주권",,"보통주","100","141467571"
"KR7361610009","361610","SK아이이테크놀로지보통주","SK아이이테크놀로지","SK ie technology","2021/05/11","KOSPI","주권",,"보통주","1000","71297592"
"KR7100090000","100090","SK오션플랜트보통주","SK오션플랜트","SKoceanplant","2023/04/19","KOSPI","주권",,"보통주","500","53235012"
"KR7096771001","096775","SK이노베이션 1우선주","SK이노베이션우","SK Innovation(1P)","2007/07/25","KOSPI","주권",,"구형우선주","5000","1248426"
"KR7096770003","096770","SK이노베이션 보통주","SK이노베이션","SK Innovation","2007/07/25","KOSPI","주권",,"보통주","5000","92465564"
"KR7001511005","001515","SK증권1우선주","SK증권우","SKSecurities(1P)","1989/08/29","KOSPI","주권",,"구형우선주","500","3912514"
"KR7001510007","001510","SK증권보통주","SK증권","SKSecurities","1986/09/20","KOSPI","주권",,"보통주","500","472590171"
"KR728513K010","28513K","SK케미칼1우선주","SK케미칼우","SKCHEMICALS(1P)","2018/01/05","KOSPI","주권",,"종류주권","5000","2115429"
"KR7285130001","285130","SK케미칼보통주","SK케미칼","SKCHEMICALS","2018/01/05","KOSPI","주권",,"보통주","5000","17253783"
"KR7017670001","017670","SK텔레콤보통주","SK텔레콤","SKTelecom","1989/11/07","KOSPI","주권",,"보통주","100","218833144"
"KR7003570009","003570","SNT다이내믹스보통주","SNT다이내믹스","SNT DYNAMICS","1976/07/08","KOSPI","주권",,"보통주","2500","33252697"
"KR7064960008","064960","SNT모티브보통주","SNT모티브","SNT MOTIV","2002/03/11","KOSPI","주권",,"보통주","5000","14623136"
"KR7100840008","100840","SNT에너지보통주","SNT에너지","SNTEnergy Co.,Ltd.","2008/02/22","KOSPI","주권",,"보통주","500","7506711"
"KR7036530004","036530","SNT홀딩스보통주","SNT홀딩스","SNT Holdings","2002/10/22","KOSPI","주권",,"보통주","500","16303886"
"KR7005610001","005610","SPC삼립보통주","SPC삼립","SPC SAMLIP","1975/05/02","KOSPI","주권",,"보통주","5000","8629009"
"KR7011810009","011810","STX보통주","STX","STX","1990/09/12","KOSPI","주권",,"보통주","2500","30828959"
"KR7077970002","077970","STX엔진보통주","STX엔진","STXEngineCo.,Ltd","2004/05/10","KOSPI","주권",,"보통주","2500","23008904"
"KR7071970008","071970","STX중공업보통주","STX중공업","STX Heavy Industries","2009/05/15","KOSPI","주권",,"보통주","2500","28552669"
"KR7084870005","084870","TBH글로벌보통주","TBH글로벌","TBH GLOBAL","2005/12/19","KOSPI","주권",,"보통주","500","20856819"
"KR7002710002","002710","TCC스틸보통주","TCC스틸","TCC STEEL","1984/12/21","KOSPI","주권",,"보통주","1000","26213697"
"KR7024070005","024070","WISCOM보통주","WISCOM","WISCOM","1996/11/22","KOSPI","주권",,"보통주","500","15326438"
"KR7000500009","000500","가온전선보통주","가온전선","GAONCABLE","1987/06/08","KOSPI","주권",,"보통주","5000","6358926"
"KR7000860007","000860","강남제비스코보통주","강남제비스코","KANGNAM JEVISCO","1975/11/12","KOSPI","주권",,"보통주","1000","6500000"
"KR7035250000","035250","강원랜드보통주","강원랜드","Kangwon Land, Inc.","2003/09/04","KOSPI","주권",,"보통주","500","213940500"
"KR7011420007","011420","갤럭시아에스엠보통주","갤럭시아에스엠","GALAXIA SM","1989/11/14","KOSPI","주권",,"보통주","500","27549644"
"KR7002100006","002100","경농보통주","경농","Kyungnong","1977/06/30","KOSPI","주권",,"보통주","500","19522575"
"KR7009450008","009450","경동나비엔보통주","경동나비엔","KYUNGDONGNAVIEN","1993/08/31","KOSPI","주권",,"보통주","1000","14568592"
"KR7267290005","267290","경동도시가스보통주","경동도시가스","KYUNGDONG CITY GAS","2017/05/12","KOSPI","주권",,"보통주","2500","5895406"
"KR7012320008","012320","경동인베스트보통주","경동인베스트","KYUNGDONG INVEST","1997/03/07","KOSPI","주권",,"보통주","5000","2365023"
"KR7000050005","000050","경방보통주","경방","Kyungbang","1956/03/03","KOSPI","주권",,"보통주","500","27415270"
"KR7214390007","214390","경보제약보통주","경보제약","KYONGBO PHARMACEUTICAL CO., LTD.","2015/06/29","KOSPI","주권",,"보통주","500","23906860"
"KR7012610002","012610","경인양행보통주","경인양행","KyunginSynthetic","1995/10/05","KOSPI","주권",,"보통주","500","41616365"
"KR7009140005","009140","경인전자보통주","경인전자","KyunginElectronics","1989/06/20","KOSPI","주권",,"보통주","5000","1570797"
"KR7013580006","013580","계룡건설산업보통주","계룡건설","KyeryongConstructionIndustrial","1996/01/30","KOSPI","주권",,"보통주","5000","8930907"
"KR7012201000","012205","계양전기1우선주","계양전기우","KeyangElectricMachinery(1P)","1989/08/02","KOSPI","주권",,"구형우선주","500","1169079"
"KR7012200002","012200","계양전기보통주","계양전기","KeyangElectricMachinery","1988/07/06","KOSPI","주권",,"보통주","500","27222829"
"KR7002140002","002140","고려산업보통주","고려산업","KoreaIndustrial","1991/01/14","KOSPI","주권",,"보통주","1000","24939425"
"KR7010130003","010130","고려아연보통주","고려아연","KoreaZinc","1990/07/28","KOSPI","주권",,"보통주","5000","19863158"
"KR7002240000","002240","고려제강보통주","고려제강","KISWire","1976/05/25","KOSPI","주권",,"보통주","1000","25000000"
"KR7009290008","009290","광동제약보통주","광동제약","KwangdongPharmaceutical","1989/11/17","KOSPI","주권",,"보통주","1000","52420851"
"KR7017040007","017040","광명전기보통주","광명전기","KWANG MYUNG ELECTRIC","1990/09/14","KOSPI","주권",,"보통주","500","43337615"
"KR7017900002","017900","광전자보통주","광전자","AUK","1996/10/16","KOSPI","주권",,"보통주","500","57943763"
"KR7037710001","037710","광주신세계보통주","광주신세계","GwangjuShinsegae","2002/02/07","KOSPI","주권",,"보통주","1000","7957190"
"KR7030610000","030610","교보증권보통주","교보증권","KYOBOSECURITIESCO.,LTD.","2002/07/18","KOSPI","주권",,"보통주","5000","64653296"
"KR7339770000","339770","교촌에프앤비보통주","교촌에프앤비","KYOCHON FOOD&BEVERAGE","2020/11/12","KOSPI","주권",,"보통주","500","24982540"
"KR7007690001","007690","국도화학보통주","국도화학","KukdoChemical","1989/08/05","KOSPI","주권",,"보통주","5000","9010616"
"KR7005320007","005320","국동보통주","국동","Kukdong","1996/12/24","KOSPI","주권",,"보통주","500","57371525"
"KR7001140003","001140","국보보통주","국보","KUKBO","1989/12/02","KOSPI","주권",,"보통주","5000","11306690"
"KR7002720001","002720","국제약품보통주","국제약품","Kukje Pharma","1975/12/27","KOSPI","주권",,"보통주","1000","21159832"
"KR7114090004","114090","그랜드코리아레저보통주","GKL","Grand Korea Leisure","2009/11/19","KOSPI","주권",,"보통주","500","61855670"
"KR7083420000","083420","그린케미칼보통주","그린케미칼","GREEN CHEMICAL","2005/10/20","KOSPI","주권",,"보통주","500","24000000"
"KR7014530000","014530","극동유화보통주","극동유화","KukdongOil&Chem.","1991/01/31","KOSPI","주권",,"보통주","500","34869420"
"KR7014281000","014285","금강공업1우선주","금강공업우","KUMKANG KIND(1P)","1989/07/31","KOSPI","주권",,"구형우선주","1000","589875"
"KR7014280002","014280","금강공업보통주","금강공업","KUMKANG KIND","1988/09/10","KOSPI","주권",,"보통주","1000","29329357"
"KR7008870008","008870","금비보통주","금비","Kumbi","1990/06/08","KOSPI","주권",,"보통주","5000","1000000"
"KR7001570001","001570","금양보통주","금양","Kumyang","1976/12/17","KOSPI","주권",,"보통주","500","58050037"
"KR7002991008","002995","금호건설1우선주","금호건설우","KUMHOE&C(1P)","1988/10/06","KOSPI","주권",,"구형우선주","5000","292266"
"KR7002990000","002990","금호건설보통주","금호건설","KUMHOE&C","1976/06/26","KOSPI","주권",,"보통주","5000","36953595"
"KR7011781002","011785","금호석유화학1우선주","금호석유우","KumhoPetrochemical(1P)","1988/10/20","KOSPI","주권",,"구형우선주","5000","3023486"
"KR7011780004","011780","금호석유화학보통주","금호석유","KumhoPetrochemical","1988/01/22","KOSPI","주권",,"보통주","5000","29314312"
"KR7214330003","214330","금호에이치티보통주","금호에이치티","Kumho HT, Inc.","2015/11/11","KOSPI","주권",,"보통주","500","196140969"
"KR7001210004","001210","금호전기보통주","금호전기","KumhoElectric","1973/11/15","KOSPI","주권",,"보통주","500","33889118"
"KR7073240004","073240","금호타이어보통주","금호타이어","KUMHOTIRECO.,INC","2005/02/17","KOSPI","주권",,"보통주","5000","287260287"
"KR7092440007","092440","기신정기 보통주","기신정기","KISHIN CORPORATION","2007/10/30","KOSPI","주권",,"보통주","500","29200000"
"KR7000270009","000270","기아보통주","기아","KIA CORPORATION","1973/07/21","KOSPI","주권",,"보통주","5000","402044203"
"KR7013700000","013700","까뮤이앤씨보통주","까뮤이앤씨","CAMUS ENGINEERING & CONSTRUCTION Inc.","1989/11/30","KOSPI","주권",,"보통주","500","45152280"
"KR7004541009","004545","깨끗한나라1우선주","깨끗한나라우","KleanNara(1P)","1988/11/21","KOSPI","주권",,"구형우선주","1000","366160"
"KR7004540001","004540","깨끗한나라보통주","깨끗한나라","KleanNara","1975/06/25","KOSPI","주권",,"보통주","1000","37240693"
"KR7001260009","001260","남광토건보통주","남광토건","NamkwangEngineering&Construction","1976/12/28","KOSPI","주권",,"보통주","5000","9832572"
"KR7008351009","008355","남선알미늄1우선주","남선알미우","NamsunAluminium(1P)","1989/12/23","KOSPI","주권",,"구형우선주","500","307890"
"KR7008350001","008350","남선알미늄보통주","남선알미늄","NamsunAluminium","1978/05/22","KOSPI","주권",,"보통주","500","129079090"
"KR7004270005","004270","남성보통주","남성","Namsung","1989/11/14","KOSPI","주권",,"보통주","500","36212160"
"KR7003921004","003925","남양유업1우선주","남양유업우","NamyangDairyProducts(1P)","1988/06/20","KOSPI","주권",,"구형우선주","5000","200000"
"KR7003920006","003920","남양유업보통주","남양유업","NamyangDairyProducts","1978/06/24","KOSPI","주권",,"보통주","5000","720000"
"KR7025860008","025860","남해화학보통주","남해화학","NamhaeChemical","1995/11/10","KOSPI","주권",,"보통주","1000","49678843"
"KR7005721006","005725","넥센1우선주","넥센우","NEXEN(1P)","1989/09/23","KOSPI","주권",,"구형우선주","500","3600600"
"KR7005720008","005720","넥센보통주","넥센","NEXEN","1987/12/19","KOSPI","주권",,"보통주","500","53543977"
"KR7002351005","002355","넥센타이어1우선주(신형)","넥센타이어1우B","NEXENTIRE(1PB)","1999/06/08","KOSPI","주권",,"신형우선주","500","6500000"
"KR7002350007","002350","넥센타이어보통주","넥센타이어","NEXENTIRE","1976/05/19","KOSPI","주권",,"보통주","500","97667877"
"KR7251270005","251270","넷마블보통주","넷마블","Netmarble Corporation","2017/05/12","KOSPI","주권",,"보통주","100","85953502"
"KR7090351008","090355","노루페인트 1우선주","노루페인트우","NOROO PAINT(1P)","2006/07/03","KOSPI","주권",,"구형우선주","500","463126"
"KR7090350000","090350","노루페인트 보통주","노루페인트","NOROO PAINT","2006/07/03","KOSPI","주권",,"보통주","500","20000000"
"KR7000321000","000325","노루홀딩스1우선주","노루홀딩스우","NorooHoldings(1P)","1989/01/21","KOSPI","주권",,"구형우선주","500","243559"
"KR7000320002","000320","노루홀딩스보통주","노루홀딩스","NorooHoldings","1973/08/10","KOSPI","주권",,"보통주","500","13291151"
"KR7006280002","006280","녹십자보통주","녹십자","Green Cross Corporation","1989/08/01","KOSPI","주권",,"보통주","5000","11686538"
"KR7005252002","005257","녹십자홀딩스2우선주(신형)","녹십자홀딩스2우","Green Cross Holdings Corporation(2PB)","1997/03/19","KOSPI","주권",,"신형우선주","500","845990"
"KR7005250006","005250","녹십자홀딩스보통주","녹십자홀딩스","Green Cross Holdings Corporation","1978/08/28","KOSPI","주권",,"보통주","500","47028210"
"KR7004370003","004370","농심보통주","농심","Nongshim","1976/06/30","KOSPI","주권",,"보통주","5000","6082642"
"KR7072710007","072710","농심홀딩스보통주","농심홀딩스","NongshimHoldings","2003/07/30","KOSPI","주권",,"보통주","5000","4637790"
"KR7058730003","058730","다스코보통주","다스코","Development Advance Solution","2004/08/02","KOSPI","주권",,"보통주","500","19396941"
"KR7030210009","030210","다올투자증권보통주","다올투자증권","Daol Investment & Securities","1996/11/19","KOSPI","주권",,"보통주","5000","60911106"
"KR7023590003","023590","다우기술보통주","다우기술","DaouTechnology","1997/08/27","KOSPI","주권",,"보통주","500","44866617"
"KR7145210001","145210","다이나믹디자인보통주","다이나믹디자인","Dynamic Design","2015/03/19","KOSPI","주권",,"보통주","500","17090379"
"KR7019680008","019680","대교보통주","대교","DAEKYO","2004/02/03","KOSPI","주권",,"보통주","500","84702850"
"KR7019681006","019685","대교우선주(신형)","대교우B","DAEKYO(1PB)","2004/02/03","KOSPI","주권",,"신형우선주","500","19426990"
"KR7006370001","006370","대구백화점보통주","대구백화점","DaeguDepartmentStore","1988/10/10","KOSPI","주권",,"보통주","5000","10821611"
"KR700806K010","00806K","대덕1우선주","대덕1우","DAEDUCK Co.,LTD(1P)","2018/12/19","KOSPI","주권",,"종류주권","500","1212357"
"KR7008060006","008060","대덕보통주","대덕","DAEDUCK Co.,LTD","1989/01/26","KOSPI","주권",,"보통주","500","33890150"
"KR7353200009","353200","대덕전자보통주","대덕전자","DaeduckElectronics","2020/05/21","KOSPI","주권",,"보통주","500","49416925"
"KR735320K011","35320K","대덕전자우선주","대덕전자1우","DaeduckElectronics(1P)","2020/05/21","KOSPI","주권",,"종류주권","500","2095519"
"KR7000490003","000490","대동보통주","대동","DAEDONG CORPORATION","1975/06/27","KOSPI","주권",,"보통주","1000","23932354"
"KR7008110009","008110","대동전자보통주","대동전자","DAIDONGElECTRONICS","1990/06/05","KOSPI","주권",,"보통주","500","10490447"
