corp_name,year,bond_type,rank,stock_code
태영건설,2023,SB,A-,009410
팬오션,2021,SB,A,028670
팬오션,2022,SB,A,028670
팬오션,2023,SB,A,028670
포스코인터내셔널,2019,SB,AA-,047050
포스코인터내셔널,2020,SB,AA-,047050
포스코인터내셔널,2021,SB,AA-,047050
포스코인터내셔널,2022,SB,AA-,047050
포스코인터내셔널,2023,SB,AA-,047050
포스코퓨처엠,2019,SB,AA-,003670
포스코퓨처엠,2020,SB,AA-,003670
포스코퓨처엠,2021,SB,AA-,003670
포스코퓨처엠,2022,SB,AA-,003670
포스코퓨처엠,2023,SB,AA-,003670
풀무원,2019,SSCB,BBB+,017810
풀무원,2020,SBS,BBB+,017810
풀무원,2021,SBS,BBB+,017810
풀무원,2022,SBS,BBB+,017810
풀무원,2023,SBS,BBB+,017810
하이트진로,2019,SB,A,000080
하이트진로,2020,SB,A,000080
하이트진로,2021,SB,A,000080
하이트진로,2022,SB,A+,000080
하이트진로,2023,SB,A+,000080
한국가스공사,2019,PFB,AAA,036460
한국가스공사,2020,PFB,AAA,036460
한국가스공사,2021,HB,AA+,036460
한국가스공사,2022,PFB,AAA,036460
한국가스공사,2023,PFB,AAA,036460
한국전력공사,2019,PFB,AAA,015760
한국전력공사,2020,PFB,AAA,015760
한국전력공사,2021,PFB,AAA,015760
한국전력공사,2022,PFB,AAA,015760
한국전력공사,2023,PFB,AAA,015760
한국타이어앤테크놀로지,2020,SB,AA,161390
한국타이어앤테크놀로지,2021,SB,AA,161390
한국타이어앤테크놀로지,2022,SB,AA,161390
한국타이어앤테크놀로지,2023,SB,AA,161390
한독,2023,PP,BBB+,002390
한미약품,2019,SB,A+,128940
한미약품,2020,SB,A,128940
한미약품,2021,SB,A,128940
한미약품,2022,SB,A,128940
한미약품,2023,SB,A,128940
한솔케미칼,2019,SB,A,014680
한솔케미칼,2020,SB,A,014680
한솔케미칼,2021,SB,A+,014680
한솔케미칼,2022,SB,A+,014680
한솔케미칼,2023,SB,A+,014680
한솔홈데코,2023,PP,BBB,025750
한신공영,2022,SB,BBB,004960
한신공영,2023,SB,BBB-,004960
한온시스템,2019,SB,AA,018880
한온시스템,2020,SB,AA,018880
한온시스템,2021,SB,AA,018880
한온시스템,2022,SB,AA-,018880
한일시멘트,2023,SB,A+,300720
한진,2020,SB,BBB+,002320
한진,2021,SB,BBB+,002320
한진,2022,SB,BBB+,002320
한진,2023,SB,BBB+,002320
한진칼,2022,SB,BBB,180640
한진칼,2023,SB,BBB,180640
한화,2022,SB,A+,000880
한화,2023,SB,A+,000880
한화시스템,2019,PP,AA-,272210
한화시스템,2020,PP,AA-,272210
한화시스템,2021,PP,AA-,272210
한화시스템,2022,PP,AA-,272210
한화시스템,2023,PP,AA-,272210
해태제과식품,2021,SB,A,101530
해태제과식품,2022,SB,A,101530
해태제과식품,2023,SB,A,101530
핸즈코퍼레이션,2023,BW1,B,143210
현대건설,2019,SB,AA-,000720
현대건설,2020,SB,AA-,000720
현대건설,2021,SB,AA-,000720
현대건설,2022,SB,AA-,000720
현대건설,2023,SB,AA-,000720
현대모비스,2021,SB,AA+,012330
현대모비스,2022,SB,AA+,012330
현대모비스,2023,SB,AA+,012330
현대백화점,2021,SB,AA+,069960
현대백화점,2022,SB,AA+,069960
현대백화점,2023,SB,AA+,069960
현대비앤지스틸,2021,SB,A,004560
현대비앤지스틸,2022,SB,A,004560
현대비앤지스틸,2023,SB,A,004560
현대위아,2019,SB,AA-,011210
현대위아,2020,SB,AA-,011210
현대위아,2022,SB,AA-,011210
현대위아,2023,SB,AA-,011210
현대자동차,2021,SB,AA+,005380
현대자동차,2022,SB,AA+,005380
현대자동차,2023,SB,AA+,005380
현대제철,2019,SB,AA,004020
현대제철,2020,SB,AA,004020
현대제철,2021,SB,AA,004020
현대제철,2022,SB,AA,004020
호텔신라,2020,SB,AA-,008770
호텔신라,2021,SB,AA-,008770
호텔신라,2022,SB,AA-,008770
호텔신라,2023,SB,AA-,008770
효성중공업,2019,SB,A,298040
효성중공업,2020,SB,A,298040
효성중공업,2022,SB,A,298040
효성중공업,2023,SB,A,298040
효성첨단소재,2020,SB,A,298050
효성첨단소재,2021,SB,A,298050
효성첨단소재,2022,SB,A,298050
효성첨단소재,2023,SB,A,298050
효성화학,2019,SB,A,298000
효성화학,2020,SB,A,298000
효성화학,2021,SB,A,298000
효성화학,2022,SB,A,298000
효성화학,2023,SB,A-,298000
