id,corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
26,AJ네트웍스,095570,서비스업,quick_ratio,당좌비율,32.21883859652282,52.78100645953771,32.50205427340687,48.39840530433834,33.946068549480685,-29.861183780702326
27,AJ네트웍스,095570,서비스업,return_on_assets,총자산수익률(),1.447255303925629,2.3362524478455096,-0.2088448586135612,5.663071279879297,0.5919579990769644,-89.54705018140649
28,AJ네트웍스,095570,서비스업,revenue,매출액,1045526121935,1000259401598,871956093147,981947656833,1208367577386,23.05824745111717
29,AJ네트웍스,095570,서비스업,selling_general_administrative_expenses,판매관리비,1066760000,984610000,850870000,933880000,1132920000,21.313230821947148
30,AJ네트웍스,095570,서비스업,short_term_borrowings,단기성차입금,257683028520,291467302230,262670778000,113290328000,209481577325,84.90685041091946
31,AJ네트웍스,095570,서비스업,short_term_borrowings_to_total_borrowings_ratio,단기성차입금/총차입금,50.33918551361558,44.84978527731552,55.68719615346808,33.658843626468936,54.68582181565931,62.47088706474454
32,AJ네트웍스,095570,서비스업,total_assets,자산총계,2575139461359,1803255225986,1588170350000,1355044449955,1481445371745,9.328175307769254
33,AJ네트웍스,095570,서비스업,total_assets_leverage,총자산레버리지,523.6066928674467,519.1596782613365,551.433084198474,373.7949630560135,409.36814812973427,9.516764159390261
34,AJ네트웍스,095570,서비스업,total_borrowings,총차입금,511893519712,649874465235,471689717105,336584135977,383063782110,13.809220686555507
35,AJ네트웍스,095570,서비스업,total_borrowings_to_ebitda,총차입금/EBITDA,-1036.044030623443,607.086010149274,-2549.105027537908,1510.0069470049134,1385.7701338626125,-8.227565667080116
36,AJ네트웍스,095570,서비스업,total_equity,자본총계,491807972747,347341155620,288007810106,362510088118,361885842490,-0.17220089825384471
37,AJ네트웍스,095570,서비스업,total_liabilities,부채총계,2083331488612,1455914070366,1300162539894,992534361837,1119559529255,12.798062445203367
38,AJ네트웍스,095570,서비스업,working_capital,운전자본,-405696595353,-317263279101,-412605041253,-251263872948,-512895266305,104.12614845395845
39,AK홀딩스,006840,기타금융,borrowing_dependency,차입금의존도,21.78979243572444,38.18387523969784,26.859666352578536,28.797278730799857,27.73899553195213,-3.674941680221501
40,AK홀딩스,006840,기타금융,cash_and_cash_equivalents,현금성자산,511412915293,284885465272,405265724715,515233699800,499496214814,-3.0544362669035183
41,AK홀딩스,006840,기타금융,cash_and_cash_equivalents_to_short_term_borrowings_ratio,현금성자산/단기성차입금,112.68560704490854,44.832274372738794,49.42342428157041,55.69620205397974,47.68291182629387,-14.3874984867362
42,AK홀딩스,006840,기타금융,cogs,매출원가,2665568343390,2832480228690,2157041980835,2661268849899,3077278770459,15.632014051334512
43,AK홀딩스,006840,기타금융,corporate_tax,법인세납부,69155654847,70221657128,28968951378,28727907050,36359442604,26.56488528982483
44,AK홀딩스,006840,기타금융,current_liabilities,유동부채금액,1331030390880,1565481508107,1611669522762,1873942574814,2366670547012,26.2936537554736
45,AK홀딩스,006840,기타금융,current_liabilities_ratio,유동부채비율,101.86195146606045,117.9015885586176,135.9766071301789,138.52846433801926,149.90138728274266,8.209809441742356
46,AK홀딩스,006840,기타금융,days_sales_outstanding,매출채권회전일수,26.44124195529995,27.10871986124345,33.88263070919907,33.10833855905296,32.029133705243616,-3.2596164615280947
47,AK홀딩스,006840,기타금융,debt_ratio,부채비율,130.54051677938722,198.96665201944833,228.83633165166844,278.31759321037106,290.2507966302069,4.287620944902288
48,AK홀딩스,006840,기타금융,debt_to_net_income_ratio,총부채상환비율,931.192470791581,4902.981564888227,-1093.194185665814,-1678.8459272745372,-3126.453714410576,86.22636321881583
49,AK홀딩스,006840,기타금융,dependence_on_net_borrowings,순차입금의존도,6.739078361266296,31.601439971431066,17.099146526129946,17.4703161330009,17.757724920225108,1.6451264249380242
50,AK홀딩스,006840,기타금융,ebit,EBIT,269802208392,82275053824,-344059726542,-247644312102,-120183179682,-51.46943668445781
51,AK홀딩스,006840,기타금융,ebit_margin,EBIT마진,0.07269978357898937,0.02188432858470809,-0.1313216481983265,-0.07817796486437975,-0.031727680406309695,-59.41608295719938
52,AK홀딩스,006840,기타금융,ebitda,EBITDA,269802208392,82275053824,-344059726542,-247644312102,-120183179682,-51.46943668445781
53,AK홀딩스,006840,기타금융,ebitda_margin,EBITDA마진,7.269978357898937,2.188432858470809,-13.132164819832651,-7.817796486437975,-3.1727680406309697,-59.41608295719938
54,AK홀딩스,006840,기타금융,ebitda_to_interest_expense,EBITDA/금융비용,555.4971535166501,101.32447439162502,-266.7138437546878,-285.96434526188875,-107.28235766733756,-62.48400912740103
55,AK홀딩스,006840,기타금융,ebitda_to_sales_revenue,EBITDA/매출액,7.269978357898937,2.188432858470809,-13.132164819832651,-7.817796486437975,-3.1727680406309697,-59.41608295719938
56,AK홀딩스,006840,기타금융,financial_expenses,금융비용,48569503315,81199586100,128999575612,86599716435,112025110461,29.35967353320815
57,AK홀딩스,006840,기타금융,free_cash_flow,잉여현금흐름,541859613125,493514119105,-173149227817,28477696406,830254324360,2815.4546509775723
58,AK홀딩스,006840,기타금융,market_capitalization,시가총액,715368294000,458365610600,333176159150,255677927300,227858049200,-10.880829015544041
59,AK홀딩스,006840,기타금융,net_borrowings,순차입금,228989248887,1367699120860,709972228133,794678674019,888656036531,11.825831695812324
60,AK홀딩스,006840,기타금융,net_borrowings_to_ebitda,순차입금/EBITDA,84.87300761982564,1662.3497126914501,-206.3514481246129,-320.89518522504443,-739.417977525931,130.4235188220028
61,AK홀딩스,006840,기타금융,operating_cash_flow,영업활동현금흐름,317257800609,274189797509,-191716473016,-9766237791,366475089153,-3852.4694462254674
62,AK홀딩스,006840,기타금융,operating_cf_to_total_borrowings,영업현금흐름/총차입금,42.849388610359476,16.59157418082678,-17.190633848714594,-0.7455642061405148,26.400208536053388,-3640.9704916920064
63,AK홀딩스,006840,기타금융,quick_assets,당좌자산,1079670337247,1074071626695,948293336538,977314930310,1221116016784,24.946010637192188
64,AK홀딩스,006840,기타금융,quick_ratio,당좌비율,81.11537832980544,68.60966553311644,58.839192721896325,52.15287509047626,51.59636681690654,-1.0670711300273912
65,AK홀딩스,006840,기타금융,return_on_assets,총자산수익률(),6.080770456255083,1.3573669917416002,-6.365724943785217,-4.38200915499081,-2.378907845326126,-45.71193803607845
66,AK홀딩스,006840,기타금융,revenue,매출액,3711183102751,3759542062510,2619977218245,3167699652090,3787959855335,19.58077694757967
67,AK홀딩스,006840,기타금융,selling_general_administrative_expenses,판매관리비,775896863306,795724941961,684490054677,672145746282,732503558503,8.979869701604384
68,AK홀딩스,006840,기타금융,short_term_borrowings,단기성차입금,453840493657,635447273773,819987142951,925078696211,1047537148389,13.237625369557598
69,AK홀딩스,006840,기타금융,short_term_borrowings_to_total_borrowings_ratio,단기성차입금/총차입금,61.29648393986411,38.45172459585338,73.52575662054778,70.62141824906715,75.46269851696935,6.855257778635954
70,AK홀딩스,006840,기타금융,total_assets,자산총계,3397931239428,4327964555085,4152091609064,4548736656905,5004334961394,10.015930550681583
71,AK홀딩스,006840,기타금융,total_assets_leverage,총자산레버리지,230.54051677938722,298.9666520194483,328.83633165166844,378.31759321037106,390.2507966302069,3.1542819139262512
72,AK홀딩스,006840,기타금융,total_borrowings,총차입금,740402164180,1652584586132,1115237952848,1309912373819,1388152251345,5.972909263991041
73,AK홀딩스,006840,기타금융,total_borrowings_to_ebitda,총차입금/EBITDA,274.42405627171803,2008.6095472719508,-324.1408008012995,-528.9491055540464,-1155.0303919550113,118.36323756426013
74,AK홀딩스,006840,기타금융,total_equity,자본총계,1473897641463,1447641242209,1262662062981,1202359271295,1282338179603,6.65183113046226
75,AK홀딩스,006840,기타금융,total_liabilities,부채총계,1924033597965,2880323312876,2889429546083,3346377385610,3721996781791,11.224657380133758
76,AK홀딩스,006840,기타금융,working_capital,운전자본,-24330124762,-237694896200,-426414531645,-521193460205,-787852238581,51.163109044214714
77,BGF,027410,기타금융,borrowing_dependency,차입금의존도,1.5505810770354167,1.2098602809880319,0.8231795980648928,1.6270939228243007,0.8239197106282988,-49.362498435361154
78,BGF,027410,기타금융,cash_and_cash_equivalents,현금성자산,12525946607,14422698054,8172988455,207259298482,179908804186,-13.196268874940406
79,BGF,027410,기타금융,cash_and_cash_equivalents_to_short_term_borrowings_ratio,현금성자산/단기성차입금,64.67341288207352,75.0205360728304,825.5543893939395,1130.20133128064,11190.59170913487,890.1414375839323
80,BGF,027410,기타금융,cogs,매출원가,100510815182,58349044915,86830240244,75712418716,303418248317,300.7509645876362
81,BGF,027410,기타금융,corporate_tax,법인세납부,47858860712,7501375200,4237814936,2478273042,18219070369,635.1518601960405
82,BGF,027410,기타금융,current_liabilities,유동부채금액,57669532526,63739516570,68967757266,114382730119,71497959445,-37.49234751555947
83,BGF,027410,기타금융,current_liabilities_ratio,유동부채비율,18.29474212607628,19.937328997148324,14.903094536023707,24.400938952789332,16.91112203187799,-30.694789800517746
84,BGF,027410,기타금융,days_sales_outstanding,매출채권회전일수,21.751352304901737,32.52421388574398,28.341562308697334,136.963037834346,52.92586814856802,-61.35755384413949
85,BGF,027410,기타금융,debt_ratio,부채비율,7.199946074817164,8.449294054266648,7.878820194263739,14.361951827722761,11.603100151963107,-19.20944805311396
86,BGF,027410,기타금융,debt_to_net_income_ratio,총부채상환비율,231.1895536397108,737.2228736642608,677.2864415970821,691.7153890414124,769.7271169228784,11.278009585644112
87,BGF,027410,기타금융,dependence_on_net_borrowings,순차입금의존도,0.779694163728404,0.33965035044845177,0.3302977408212365,-8.831979219112416,-8.459233398024118,-4.220410984229621
88,BGF,027410,기타금융,ebit,EBIT,52254778048,24585396620,16140824575,43537431399,38895385596,-10.66219492936513
89,BGF,027410,기타금융,ebit_margin,EBIT마진,0.23688222377627272,0.18431530095825313,0.1045516912141264,0.28988668023542036,0.08941520574568686,-69.15511755384148
90,BGF,027410,기타금융,ebitda,EBITDA,52254778048,24585396620,16140824575,43537431399,38895385596,-10.66219492936513
91,BGF,027410,기타금융,ebitda_margin,EBITDA마진,23.688222377627273,18.431530095825313,10.45516912141264,28.988668023542036,8.941520574568687,-69.15511755384148
92,BGF,027410,기타금융,ebitda_to_interest_expense,EBITDA/금융비용,1706.9378883316524,1693.9189089638876,228.43019391842526,1438.3197801242118,189.76826813720615,-86.8062533270023
93,BGF,027410,기타금융,ebitda_to_sales_revenue,EBITDA/매출액,23.688222377627273,18.431530095825313,10.45516912141264,28.988668023542036,8.941520574568687,-69.15511755384148
94,BGF,027410,기타금융,financial_expenses,금융비용,3061316900,1451391592,7065976830,3026964657,20496253656,577.1223313956256
95,BGF,027410,기타금융,free_cash_flow,잉여현금흐름,-58624890265,14236776410,50581775921,-165277449456,-5591146218,-96.61711489595048
96,BGF,027410,기타금융,market_capitalization,시가총액,769629274530,536014029600,468533691945,506341824390,412060785255,-18.620037807183365
97,BGF,027410,기타금융,net_borrowings,순차입금,12669053393,5629301938,5477011545,-175016446708,-163941125085,-6.328160485098996
98,BGF,027410,기타금융,net_borrowings_to_ebitda,순차입금/EBITDA,24.24477505456536,22.896933594394866,33.93266260686065,-401.9907493027251,-421.4924793080331,4.851288254551844
99,BGF,027410,기타금융,operating_cash_flow,영업활동현금흐름,-29202164098,13834576609,21350276234,1524674595,207458308,-86.3932731167466
100,BGF,027410,기타금융,operating_cf_to_total_borrowings,영업현금흐름/총차입금,-115.9046005080373,68.99349997266846,156.4122801025641,4.72872128584317,1.2992389607016064,-72.52451810616829
101,BGF,027410,기타금융,quick_assets,당좌자산,311932279761,316783176222,460449326316,418500601155,363037963490,-13.252702030040409
102,BGF,027410,기타금융,quick_ratio,당좌비율,540.8961475808165,496.99651530005326,667.629838302708,365.87743684698364,507.75989455932364,38.77868472432689
103,BGF,027410,기타금융,return_on_assets,총자산수익률(),2.905136014982552,1.0568050841101555,1.0783323134142093,1.8155343449146515,1.350706517342758,-25.60281103323028
104,BGF,027410,기타금융,revenue,매출액,220593918847,133387713837,154381286305,150187760830,434997439995,189.63574501079404
105,BGF,027410,기타금융,selling_general_administrative_expenses,판매관리비,90506761700,48683162016,52910048548,36567861835,70375399025,92.45150110921163
106,BGF,027410,기타금융,short_term_borrowings,단기성차입금,19368000000,19224999992,990000000,18338263524,1607679101,-91.23319883098
107,BGF,027410,기타금융,short_term_borrowings_to_total_borrowings_ratio,단기성차입금/총차입금,76.87239531653105,95.87572311824286,7.252747252747254,56.87543909744242,10.068332979583218,-82.29757318913433
108,BGF,027410,기타금융,total_assets,자산총계,1624874724266,1657381460248,1658204361732,1981622039251,1938013970903,-2.200624916569997
109,BGF,027410,기타금융,total_assets_leverage,총자산레버리지,107.19994607481715,108.44929405426664,107.87882019426374,114.36195182772275,111.6031001519631,-2.412385965496318
110,BGF,027410,기타금융,total_borrowings,총차입금,25195000000,20051999992,13650000000,32242851774,15967679101,-50.476839911921125
111,BGF,027410,기타금융,total_borrowings_to_ebitda,총차입금/EBITDA,48.215686567181415,81.56061218751248,84.56817021072172,74.05777221561256,41.05288803883748,-44.56640159345371
112,BGF,027410,기타금융,total_equity,자본총계,1515742109732,1528254724663,1537099088353,1732763395151,1736523419389,0.2169958257729894
113,BGF,027410,기타금융,total_liabilities,부채총계,109132614534,129126735585,121105273379,248858644100,201490551514,-19.03413592777025
114,BGF,027410,기타금융,working_capital,운전자본,257555093919,255959860308,393806984579,354380911888,351288649925,-0.8725814114890283
115,BGF리테일,282330,유통업,borrowing_dependency,차입금의존도,0.34360898834255016,0.5399117884000371,0.9432169106138418,0.2766173410376444,0.41714251805889424,50.80128978686336
116,BGF리테일,282330,유통업,cash_and_cash_equivalents,현금성자산,35338825797,28047949946,24011314610,54442437355,268595922005,393.3576361645611
117,BGF리테일,282330,유통업,cash_and_cash_equivalents_to_short_term_borrowings_ratio,현금성자산/단기성차입금,693.7017978790255,1222.5384104422437,284.048698021217,893.964488587849,2185.483498820179,144.47095233866372
118,BGF리테일,282330,유통업,cogs,매출원가,4756223688566,4889561258211,5129513382786,5604063733435,6229570187158,11.161658458505736
119,BGF리테일,282330,유통업,corporate_tax,법인세납부,29362559619,51007491609,47810302684,42328336723,53401235328,26.159541012589106
120,BGF리테일,282330,유통업,current_liabilities,유동부채금액,763691794052,950726347343,1003393099606,1016456191788,1102246622172,8.440150306240952
121,BGF리테일,282330,유통업,current_liabilities_ratio,유동부채비율,109.71443361347791,127.76164631473125,121.02398936538243,125.74786729743354,123.86179168564017,-1.4998867593771645
122,BGF리테일,282330,유통업,days_sales_outstanding,매출채권회전일수,3.434143989327842,3.4316512494061304,3.209242196876282,3.938048775809737,6.118040335808727,55.35714979941412
123,BGF리테일,282330,유통업,debt_ratio,부채비율,184.20042292243087,248.92799341674672,240.2805144761646,220.81015910665624,206.06177691637524,-6.679213605908959
124,BGF리테일,282330,유통업,debt_to_net_income_ratio,총부채상환비율,623.2091436653826,1023.8111399950934,1364.4563559157607,1210.3934326466137,1024.9143747344026,-15.32386519205145
125,BGF리테일,282330,유통업,dependence_on_net_borrowings,순차입금의존도,-2.0400127414636517,-0.7511860398144976,-0.0694189897347248,-1.8202430347795506,-8.699438380681226,377.9272995122222
126,BGF리테일,282330,유통업,ebit,EBIT,202539442162,201078376312,163103983178,192516329566,254068774008,31.972583614471052
127,BGF리테일,282330,유통업,ebit_margin,EBIT마진,0.03506652873969043,0.033817031505072204,0.026386810234973936,0.02838987633716372,0.033360880352824314,17.509776924083713
128,BGF리테일,282330,유통업,ebitda,EBITDA,202539442162,201078376312,163103983178,192516329566,254068774008,31.972583614471052
129,BGF리테일,282330,유통업,ebitda_margin,EBITDA마진,3.506652873969043,3.3817031505072204,2.6386810234973934,2.8389876337163718,3.3360880352824314,17.509776924083717
130,BGF리테일,282330,유통업,ebitda_to_interest_expense,EBITDA/금융비용,2633.287532344655,988.2406682896329,695.2885898220047,823.8667595948801,804.0895546588052,-2.400534395367515
131,BGF리테일,282330,유통업,ebitda_to_sales_revenue,EBITDA/매출액,3.506652873969043,3.3817031505072204,2.6386810234973934,2.8389876337163718,3.3360880352824314,17.509776924083717
132,BGF리테일,282330,유통업,financial_expenses,금융비용,7691504998,20347106000,23458458195,23367410728,31597074298,35.2185514509693
133,BGF리테일,282330,유통업,free_cash_flow,잉여현금흐름,670013673266,826724018676,773702352791,777236891554,728904577721,-6.218479122415926
134,BGF리테일,282330,유통업,market_capitalization,시가총액,3525916824000,2929622067000,2341969263000,2514808323000,3638262213000,44.67353951890035
135,BGF리테일,282330,유통업,net_borrowings,순차입금,-30244587047,-16318847406,-1646041980,-47260403475,-256305922005,442.3269865662102
136,BGF리테일,282330,유통업,net_borrowings_to_ebitda,순차입금/EBITDA,-14.932690010476598,-8.115664998547196,-1.0091979042618646,-24.54877650199424,-100.88052851269696,310.93912971386516
137,BGF리테일,282330,유통업,operating_cash_flow,영업활동현금흐름,345797723349,532814863392,507341460255,538147659919,630424675866,17.147155477901585
138,BGF리테일,282330,유통업,operating_cf_to_total_borrowings,영업현금흐름/총차입금,6788.0156451049725,4542.673760203993,2268.4340524178087,7492.970221396394,5129.574254401952,-31.5415102044006
139,BGF리테일,282330,유통업,quick_assets,당좌자산,592679163280,653266185676,707541421663,699871209695,765059078253,9.314266347148143
140,BGF리테일,282330,유통업,quick_ratio,당좌비율,77.60711426992815,68.71232584451735,70.51487816099478,68.85404558989302,69.40906534559707,0.8060815467690142
141,BGF리테일,282330,유통업,return_on_assets,총자산수익률(),10.399969999128066,6.968159364763195,5.175136671991752,5.686491304823252,6.569022674118882,15.519787545389743
142,BGF리테일,282330,유통업,revenue,매출액,5775862323457,5946068219555,6181269419288,6781161259022,7615769467741,12.307747550002517
143,BGF리테일,282330,유통업,selling_general_administrative_expenses,판매관리비,825414394414,859796389576,889488788714,977487554382,1133018580665,15.911305017211383
144,BGF리테일,282330,유통업,short_term_borrowings,단기성차입금,5094238750,2294238750,8453238750,6090000000,12290000000,101.80623973727423
145,BGF리테일,282330,유통업,short_term_borrowings_to_total_borrowings_ratio,단기성차입금/총차입금,100,19.560224170399316,37.796269644668314,84.79492163019427,100,17.93159080459769
146,BGF리테일,282330,유통업,total_assets,자산총계,1482568536572,2172410899706,2371169598247,2596378756682,2946235271626,13.47478729918024
147,BGF리테일,282330,유통업,total_assets_leverage,총자산레버리지,284.20042292243085,348.92799341674674,340.2805144761646,320.8101591066563,306.06177691637527,-4.597230409208385
148,BGF리테일,282330,유통업,total_borrowings,총차입금,5094238750,11729102540,22365272630,7182033880,12290000000,71.12144283006361
149,BGF리테일,282330,유통업,total_borrowings_to_ebitda,총차입금/EBITDA,2.515183559123957,5.833099886285499,13.712278630002645,3.730610227293887,4.8372729187149215,29.664387968608196
150,BGF리테일,282330,유통업,total_equity,자본총계,521663029677,622595762075,696827910319,809319369409,962627643775,18.942864851727485
151,BGF리테일,282330,유통업,total_liabilities,부채총계,960905506895,1549815137631,1674341687928,1787059387273,1983607627851,10.998416839293004
152,BGF리테일,282330,유통업,working_capital,운전자본,-67619482598,-206585695773,-174306978030,-208127419592,-212346187848,2.0270122333089073
153,BYC,001460,섬유의복,borrowing_dependency,차입금의존도,22.552867508686035,16.259130111752906,12.41432034997473,4.1241916155469545,4.227226681931652,2.4983093898034934
154,BYC,001460,섬유의복,cash_and_cash_equivalents,현금성자산,27032561999,14794923014,45351790241,51701715910,55069881153,6.514610170507976
155,BYC,001460,섬유의복,cash_and_cash_equivalents_to_short_term_borrowings_ratio,현금성자산/단기성차입금,234.30324589736333,26.269713659898365,116.85600725778312,183.16151266782384,194.76708697541426,6.336251616701776
156,BYC,001460,섬유의복,cogs,매출원가,124040904813,101169466025,93110793721,94549164714,97946673770,3.59337818189834
157,BYC,001460,섬유의복,corporate_tax,법인세납부,3860076605,11647125024,14488793291,8555730683,12251693281,43.19867858093962
158,BYC,001460,섬유의복,current_liabilities,유동부채금액,82142589839,109379625182,121169200638,130677556899,79177003824,-39.41040397227851
159,BYC,001460,섬유의복,current_liabilities_ratio,유동부채비율,91.46183763394443,92.44242915821351,104.13633454027769,98.00401458458504,65.88083912637497,-32.77740773617522
160,BYC,001460,섬유의복,days_sales_outstanding,매출채권회전일수,11.10550514537991,12.674392344756471,9.78289810589161,10.927186118740286,10.534336932098373,-3.59515416295665
161,BYC,001460,섬유의복,debt_ratio,부채비율,81.25307298438568,59.76030228417554,50.02934290121965,42.05419050403917,29.692392631386177,-29.394925272585336
162,BYC,001460,섬유의복,debt_to_net_income_ratio,총부채상환비율,3640.69044767763,934.0237816499824,1238.5306687698596,678.6766912766143,433.97540469845694,-36.055649136537426
163,BYC,001460,섬유의복,dependence_on_net_borrowings,순차입금의존도,18.892058005707256,14.126936910392681,5.736443442359093,-3.4297401328084094,-4.006019586314088,16.802423250469356
164,BYC,001460,섬유의복,ebit,EBIT,19181901417,41765310036,28229972083,40190338094,48115688693,19.719541996545615
165,BYC,001460,섬유의복,ebit_margin,EBIT마진,0.09694483901714458,0.24482999158017,0.17440617269327796,0.24439855059906873,0.28356667355126264,16.026331930441142
166,BYC,001460,섬유의복,ebitda,EBITDA,19181901417,41765310036,28229972083,40190338094,48115688693,19.719541996545615
167,BYC,001460,섬유의복,ebitda_margin,EBITDA마진,9.694483901714458,24.482999158016998,17.440617269327795,24.439855059906872,28.356667355126262,16.026331930441142
168,BYC,001460,섬유의복,ebitda_to_interest_expense,EBITDA/금융비용,218.2136462548938,494.69873765390435,475.25435601250194,1292.5327605117318,1386.2424129015724,7.250079475953834
169,BYC,001460,섬유의복,ebitda_to_sales_revenue,EBITDA/매출액,9.694483901714458,24.482999158016998,17.440617269327795,24.439855059906872,28.356667355126262,16.026331930441142
170,BYC,001460,섬유의복,financial_expenses,금융비용,8790422481,8442574613,5939971244,3109425101,3470943339,11.626529865078105
171,BYC,001460,섬유의복,free_cash_flow,잉여현금흐름,70515691437,-23228073503,9220404146,31940854342,-32853531917,-202.85739875717695
172,BYC,001460,섬유의복,market_capitalization,시가총액,153655290000,147721447500,178952197500,281389057500,228609090000,-18.756936736958934
173,BYC,001460,섬유의복,net_borrowings,순차입금,139504863313,98024392855,38958187359,-23474325146,-26795144385,14.146601524627275
174,BYC,001460,섬유의복,net_borrowings_to_ebitda,순차입금/EBITDA,727.2733827594564,234.7028976212722,138.00292555889737,-58.40788174286216,-55.68899690070991,-4.654996485101115
175,BYC,001460,섬유의복,operating_cash_flow,영업활동현금흐름,49052410181,18715998757,35408711119,35707429153,10468407024,-70.68283191392824
176,BYC,001460,섬유의복,operating_cf_to_total_borrowings,영업현금흐름/총차입금,29.45428637983482,16.58935671860664,41.99824519820534,126.49922003609247,37.023888533058404,-70.73192346759542
177,BYC,001460,섬유의복,quick_assets,당좌자산,35201272347,72645553337,81651427801,102383977377,81761992413,-20.141808798915264
178,BYC,001460,섬유의복,quick_ratio,당좌비율,42.85386230942404,66.41598306459993,67.38628906609557,78.34855487551856,103.26482244105384,31.801821495141354
179,BYC,001460,섬유의복,return_on_assets,총자산수익률(),1.2313192305217444,4.004847449626627,2.6924139153740345,4.362066620985486,5.275523664349681,20.94092371193142
180,BYC,001460,섬유의복,revenue,매출액,197864080352,170589026967,161863377007,164445893789,169680336869,3.183079224049399
181,BYC,001460,섬유의복,selling_general_administrative_expenses,판매관리비,38687251077,36275124513,37823597095,35853941946,39372632161,9.813956357433547
182,BYC,001460,섬유의복,short_term_borrowings,단기성차입금,11537425312,56319315869,38809977600,28227390764,28274736768,0.16773071374483206
183,BYC,001460,섬유의복,short_term_borrowings_to_total_borrowings_ratio,단기성차입금/총차입금,6.9278273579558345,49.91992322874489,46.03248477200402,100,100,0
184,BYC,001460,섬유의복,total_assets,자산총계,738431267101,693882852856,679134863796,684434512150,668872026401,-2.2737727967740673
